reportId,storeId,period,totalCredit,totalDebit,netFlow,generatedAt
RPT_4e14baca-fa6a-42eb-99f6-de3a42a3c7c1,STORE_00,MONTHLY,0,0,0,2026-01-22T09:18:38.371360
